Title,Imdb,Runtime,Year,Director,Platform,Genre
Synchronicity,5.5,1h 41min,2015,Jacob Gentry,Hulu,"Science-Fiction, Mystery & Thriller, Romance, Drama, Made in Europe"
The Cat and the Moon,6.0,1h 54min,2019,Alex Wolff,Hulu,"Drama, Music & Musical"
The Miseducation of Cameron Post,6.6,1h 32min,2018,Desiree Akhavan,Hulu,"Drama, Comedy"
Flower,6.0,1h 34min,2017,Max Winkler,Hulu,"Drama, Documentary, Comedy"
All About Nina,6.2,1h 37min,2018,Eva Vives,Hulu,"Drama, Comedy, Romance"
Pil's Adventures,6.1,1h 29min,2021,Julien Fournet,Hulu,"Comedy, Kids & Family, Animation, Action & Adventure, Fantasy"
They Come Knocking,4.9,1h 25min,2019,Adam Mason,Hulu,Horror
Nymphomaniac: The Director's Cut Volume I,6.6,2h 25min,2014,Lars von Trier,Hulu,Drama
The World to Come,6.2,1h 38min,2021,Mona Fastvold,Hulu,"Drama, Western, Romance, History"
Beba,6.5,1h 20min,2022,Rebeca Huntt,Hulu,Documentary
Proximity,4.8,1h 59min,2020,Eric Demeusy,Hulu,Drama
10.0 Earthquake,3.5,1h 28min,2014,David Gidali,Hulu,"Drama, Action & Adventure, Science-Fiction, Mystery & Thriller"
The Requin,2.6,1h 29min,2022,Lê Văn Kiệt,Hulu,"Horror, Mystery & Thriller"
Wasted! The Story of Food Waste,7.5,1h 30min,2017,Nari Kye,Hulu,Documentary
Apollo 11,8.1,1h 33min,2019,Todd Douglas Miller,Hulu,"Documentary, History, Made in Europe"
Just Friends,7.2,1h 20min,2018,Annemarie van de Mond,Hulu,"Drama, Comedy, Romance, Made in Europe"
A Dogwalker's Christmas Tale,5.1,1h 20min,2018,Letia Clouston,Hulu,"Comedy, Kids & Family, Romance, Drama"
The Burning Sea,6.3,1h 44min,2021,John Andreas Andersen,Hulu,"Action & Adventure, Drama, Mystery & Thriller"
Kurt Vonnegut: Unstuck in Time,7.8,2h 7min,2022,Don Argott,Hulu,Documentary
All My Friends Hate Me,6.3,1h 33min,2022,Andrew Gaynord,Hulu,"Mystery & Thriller, Horror, Comedy"
Gaia,5.6,1h 37min,2021,Jaco Bouwer,Hulu,"Fantasy, Horror, Drama"
Baggage Claim,5.1,1h 36min,2013,David E. Talbert,Hulu,"Comedy, Romance"
Steve Jobs: The Man in the Machine,6.9,2h 9min,2015,Alex Gibney,Hulu,Documentary
Sleepwalker,5.2,1h 28min,2017,Elliott Lester,Hulu,"Mystery & Thriller, Made in Europe"
Rodeo and Juliet,4.7,1h 28min,2015,Thadd Turner,Hulu,"Kids & Family, Romance, Drama"
Lantern's Lane,3.2,1h 35min,2021,Justin LaReau,Hulu,"Comedy, Horror, Mystery & Thriller"
India Sweets and Spices,6.1,1h 41min,2021,Geeta Malik,Hulu,"Comedy, Drama"
Sputnik,6.4,1h 53min,2020,Egor Abramenko,Hulu,"Drama, Horror, Science-Fiction, Mystery & Thriller"
Whose Streets?,5.5,1h 30min,2017,Sabaah Folayan,Hulu,Documentary
Ballet Now,7.3,1h 14min,2018,Steven Cantor,Hulu,Documentary
Small Engine Repair,6.5,1h 42min,2021,John Pollono,Hulu,"Comedy, Drama, Mystery & Thriller"
Wish Upon,5.0,1h 30min,2017,Laurie Karp,Hulu,"Mystery & Thriller, Fantasy, Horror, Drama"
The March Sisters at Christmas,5.4,1h 30min,2014,John Stimpson,Hulu,"Comedy, Kids & Family, Romance"
The United States vs. Billie Holiday,6.3,2h 11min,2021,Lee Daniels,Hulu,"Drama, Music & Musical"
Skyfire,5.2,1h 37min,2019,Simon West,Hulu,"Action & Adventure, Drama, Mystery & Thriller"
Amira & Sam,6.1,1h 28min,2014,Sean Mullin,Hulu,"Romance, Drama, Comedy"
The Honeymoon,4.1,1h 37min,2022,Dean Craig,Hulu,Comedy
All That We Destroy,6.0,1h 25min,2019,Chelsea Stardust,Hulu,Horror
For Madmen Only: The Stories of Del Close,6.9,1h 30min,2020,Heather Ross,Hulu,Documentary
Free Fall,7.5,1h 40min,2013,Stephan Lacant,Hulu,"Drama, Made in Europe, Romance"
False Positive,4.7,1h 33min,2021,John Lee,Hulu,"Mystery & Thriller, Horror"
Everybody Loves Somebody,6.4,1h 42min,2017,Catalina Aguilar Mastretta,Hulu,"Comedy, Romance"
The Amazing Johnathan Documentary,6.5,1h 34min,2019,Ben Berman,Hulu,"Comedy, Documentary"
Milkwater,6.2,1h 42min,2020,Morgan Ingari,Hulu,"Comedy, Drama"
Steven Universe: The Movie,7.7,1h 22min,2019,Rebecca Sugar,Hulu,"Science-Fiction, Action & Adventure, Mystery & Thriller, Animation, Comedy, Kids & Family, Fantasy, Drama"
The Year of the Everlasting Storm,5.8,1h 55min,2021,David Lowery,Hulu,"Mystery & Thriller, Drama"
The Woman in Black 2: Angel of Death,4.8,1h 38min,2014,Tom Harper,Hulu,"Mystery & Thriller, Horror, Drama"
Save Yourselves!,5.8,1h 33min,2020,Alex Huston Fischer,Hulu,"Comedy, Science-Fiction"
Bad Luck Banging or Loony Porn,6.5,1h 46min,2021,Radu Jude,Hulu,"Comedy, Drama"
"20,000 Days on Earth",7.4,1h 37min,2014,Iain Forsyth,Hulu,"Drama, Documentary, Music & Musical"
Beans,6.9,1h 32min,2021,Tracey Deer,Hulu,Drama
CHiPS,6.0,1h 40min,2017,Dax Shepard,Hulu,"Comedy, Action & Adventure, Crime"
The Marijuana Conspiracy,5.6,2h 4min,2021,Craig Pryce,Hulu,Drama
Silk Road,6.0,1h 52min,2021,Tiller Russell,Hulu,"Crime, Drama, Mystery & Thriller"
Shortcut,4.1,1h 20min,2020,Alessio Liguori,Hulu,"Action & Adventure, Fantasy, Horror, Made in Europe"
Ghost Team,4.8,1h 23min,2016,Oliver Irving,Hulu,"Comedy, Horror, Mystery & Thriller"
Escape from Pretoria,6.8,1h 42min,2020,Francis Annan,Hulu,"Mystery & Thriller, Drama, Crime"
The Reef: Stalked,4.2,1h 33min,2022,Andrew Traucki,Hulu,"Mystery & Thriller, Horror"
We Need to Do Something,4.5,1h 37min,2021,Sean King O'Grady,Hulu,"Mystery & Thriller, Horror"
Kindred,5.0,1h 41min,2020,Joe Marcantonio,Hulu,"Drama, Mystery & Thriller, Horror"
Love Sarah,6.1,1h 37min,2020,Eliza Schroeder,Hulu,"Drama, Romance, Comedy"
Margaret Atwood: A Word After a Word After a Word Is Power,7.5,1h 34min,2019,Peter Raymont,Hulu,Documentary
The Emoji Story,5.8,1h 21min,2020,Martha Shane,Hulu,"Documentary, Comedy"
Fate of a Sport,8.9,1h 40min,2022,Michael Doneger,Hulu,"Documentary, Sport"
After Everything,6.4,1h 35min,2018,Hannah Marks,Hulu,"Drama, Comedy, Romance"
Mandibles,6.6,1h 17min,2021,Quentin Dupieux,Hulu,"Comedy, Fantasy, Made in Europe"
Zappa,7.3,2h 9min,2020,Alex Winter,Hulu,"Documentary, Music & Musical"
The Good Traitor,6.4,1h 56min,2020,Christina Rosendahl,Hulu,"Drama, War & Military, Made in Europe"
The Mole Agent,7.5,1h 29min,2020,Maite Alberdi,Hulu,Documentary
Captains of Za'atari,6.7,1h 13min,2021,Ali El Arabi,Hulu,"Documentary, Sport"
Nymphomaniac: The Director's Cut Volume II,6.6,3h 0min,2014,Lars von Trier,Hulu,Drama
Along Came the Devil,4.1,1h 29min,2018,Jason DeVan,Hulu,"Mystery & Thriller, Horror, Drama"
The East,6.9,2h 17min,2021,Jim Taihuttu,Hulu,"Drama, Mystery & Thriller, War & Military, History"
Fireheart,6.2,1h 32min,2022,Laurent Zeitoun,Hulu,"Kids & Family, Animation, Comedy"
Stalker,5.6,1h 26min,2020,Andrei Tarkovsky,Hulu,"Mystery & Thriller, Horror"
Chasing Trane,7.3,1h 39min,2017,John Scheinfeld,Hulu,"Music & Musical, Documentary"
"New Year, New You",5.3,1h 25min,2018,Sophia Takal,Hulu,Horror
Trigger Point,5.0,1h 22min,2021,Brad Turner,Hulu,"Mystery & Thriller, Action & Adventure"
Fear of Rain,5.9,1h 32min,2021,Castille Landon,Hulu,"Horror, Drama, Mystery & Thriller"
Burn,5.7,1h 29min,2019,Mike Gan,Hulu,"Mystery & Thriller, Comedy, Crime"
Tesla,5.1,1h 42min,2020,Michael Almereyda,Hulu,Drama
After Midnight,5.3,1h 23min,2019,Christian Stella,Hulu,"Drama, Horror, Romance, Science-Fiction"
R100,6.0,1h 40min,2013,Hitoshi Matsumoto,Hulu,"Comedy, Drama"
Merry Kissmas,5.3,1h 29min,2015,Michael Feifer,Hulu,"Drama, Comedy, Romance"
Under the Christmas Tree,5.7,1h 24min,2021,Lisa Rose Snow,Hulu,"Romance, Drama"
The Assistant,6.4,1h 28min,2020,Kitty Green,Hulu,Drama
A Merry Friggin' Christmas,5.2,1h 28min,2014,Tristram Shapeero,Hulu,"Comedy, Drama"
Minding the Gap,8.0,1h 33min,2018,Liu Bing,Hulu,"Documentary, Sport"
Intrigo: Samaria,5.5,1h 44min,2019,Daniel Alfredson,Hulu,"Crime, Mystery & Thriller, Drama"
Saving Christmas,1.3,1h 19min,2014,Darren Doane,Hulu,"Comedy, Kids & Family"
Ailey,6.7,1h 34min,2021,Jamila Wignot,Hulu,"Documentary, History, Music & Musical"
A Puppy for Christmas,5.9,1h 25min,2016,Justin G. Dyck,Hulu,"Kids & Family, Romance, Comedy, Drama"
Born a Champion,6.8,1h 51min,2021,Alex Ranarivelo,Hulu,"Action & Adventure, Drama, Sport"
Little Monsters,6.3,1h 34min,2019,Abe Forsythe,Hulu,"Comedy, Horror, Science-Fiction"
Supernova,6.9,1h 34min,2020,Harry Macqueen,Hulu,"Drama, Music & Musical, Romance"
Hooking Up,5.6,1h 45min,2020,Nico Raineau,Hulu,"Drama, Comedy"
The Ultimate Playlist of Noise,6.6,1h 39min,2021,Bennett Lasseter,Hulu,"Drama, Music & Musical, Comedy"
The Loneliest Whale: The Search for 52,6.5,1h 36min,2021,Joshua Zeman,Hulu,Documentary
Darby and the Dead,5.6,1h 40min,2022,Silas Howard,Hulu,"Fantasy, Comedy, Drama, Horror"
Curious George: Royal Monkey,5.3,1h 27min,2019,Doug Murphy,Hulu,"Kids & Family, Animation, Action & Adventure, Comedy"
Edge of the World,5.3,1h 44min,2021,Michael Haussman,Hulu,Drama
Fantastica: A Boonie Bears Adventure,5.6,1h 23min,2017,Liang Ding,Hulu,"Action & Adventure, Animation, Fantasy, Comedy, Kids & Family"
New Year's Eve,5.8,2h 22min,2022,Ozan Açıktan,Hulu,Comedy
Gunda,7.1,1h 33min,2021,Viktor Kossakovsky,Hulu,Documentary
Oscar Peterson: Black + White,7.0,1h 21min,2021,Barry Avrich,Hulu,Documentary
Scotty and the Secret History of Hollywood,6.7,1h 38min,2018,Matt Tyrnauer,Hulu,"Documentary, History"
Mother/Android,4.9,1h 51min,2021,Mattson Tomlin,Hulu,"Mystery & Thriller, Science-Fiction, Drama"
Waiting for the Barbarians,5.9,1h 54min,2019,Ciro Guerra,Hulu,"Drama, Made in Europe"
Dark Web: Cicada 3301,5.0,1h 44min,2021,Alan Ritchson,Hulu,"Mystery & Thriller, Action & Adventure, Comedy"
Together Together,6.4,1h 30min,2021,Nikole Beckwith,Hulu,"Comedy, Drama"
Flagged,5.5,7min,2019,Chelsea Lupkin,Hulu,Horror
The Beta Test,6.1,1h 33min,2021,Jim Cummings,Hulu,"Mystery & Thriller, Horror, Comedy, Drama"
Whitney,5.0,1h 25min,2015,Angela Bassett,Hulu,Drama
Tiny Shoulders: Rethinking Barbie,6.7,1h 31min,2018,Andrea Blaugrund Nevins,Hulu,Documentary
The Expendables 3,6.1,2h 6min,2014,Patrick Hughes,Hulu,"Mystery & Thriller, Action & Adventure"
Take Out Girl,5.5,1h 40min,2020,Hisonni Johnson,Hulu,"Drama, Mystery & Thriller"
Buffaloed,6.2,1h 35min,2020,Tanya Wexler,Hulu,"Drama, Comedy"
Sea Fever,5.7,1h 35min,2020,Neasa Hardiman,Hulu,"Horror, Drama, Science-Fiction, Mystery & Thriller, Made in Europe"
The Resort,3.1,1h 15min,2021,Taylor Chien,Hulu,Horror
A Field in England,6.2,1h 30min,2013,Ben Wheatley,Hulu,"Comedy, Drama, Horror, Mystery & Thriller, History"
A Christmas Kiss II,6.0,1h 30min,2014,Kevin Conner,Hulu,"Romance, Comedy"
Darker Than Night,4.2,1h 40min,2014,Henry Bedwell,Hulu,"Mystery & Thriller, Horror"
The Unicorn,5.2,1h 28min,2019,Robert Schwartzman,Hulu,Comedy
Sex Appeal,5.3,1h 30min,2022,Talia Osteen,Hulu,"Romance, Drama, Comedy"
I Feel Pretty,5.6,1h 50min,2018,Marc Silverstein,Hulu,"Comedy, Romance"
Astro Kid,6.6,1h 30min,2019,Eric Tosti,Hulu,"Comedy, Kids & Family, Science-Fiction, Animation, Made in Europe"
Running with the Devil,5.4,1h 40min,2019,Jason Cabell,Hulu,"Drama, Mystery & Thriller, Crime, Action & Adventure"
Uncanny Annie,5.7,1h 20min,2019,Paul Davis,Hulu,Horror
The Nowhere Inn,5.7,1h 32min,2021,Bill Benz,Hulu,"Drama, Music & Musical, Comedy, Mystery & Thriller, Horror"
Cosmos,6.0,2h 8min,2019,Zander Weaver,Hulu,"Science-Fiction, Mystery & Thriller"
Totally Under Control,7.7,2h 3min,2020,Suzanne Hillinger,Hulu,Documentary
Racetime,5.5,1h 29min,2018,François Brisson,Hulu,"Comedy, Animation"
Some Kind of Heaven,7.2,1h 23min,2021,Lance Oppenheim,Hulu,Documentary
New Order,6.5,1h 28min,2020,Michel Franco,Hulu,"Drama, Mystery & Thriller, Crime, Science-Fiction"
Anaïs in Love,6.5,1h 38min,2021,Charline Bourgeois-Tacquet,Hulu,"Comedy, Drama, Romance"
Cheap Thrills,6.7,1h 23min,2013,Candra Aditya,Hulu,"Comedy, Drama, Crime, Horror, Mystery & Thriller"
Together,6.2,1h 31min,2021,Stephen Daldry,Hulu,"Comedy, Drama, Romance"
Out Stealing Horses,6.5,2h 0min,2019,Hans Petter Moland,Hulu,"Drama, Made in Europe"
Among the Shadows,2.1,1h 30min,2019,Tiago Mesquita,Hulu,"Horror, Mystery & Thriller, Drama, Science-Fiction, Action & Adventure, Crime"
Wendy Williams: The Movie,5.5,1h 28min,2021,Darren Grant,Hulu,Drama
12 Dog Days Till Christmas,4.7,1h 30min,2014,Charlie Vaughn,Hulu,"Comedy, Drama, Kids & Family, Romance"
My Dad Is Scrooge,4.4,1h 27min,2014,Justin G. Dyck,Hulu,"Comedy, Kids & Family"
Safer at Home,3.8,1h 22min,2021,Will Wernick,Hulu,"Horror, Mystery & Thriller, Crime, Drama"
Third Person,6.3,2h 17min,2013,Paul Haggis,Hulu,"Drama, Romance, Made in Europe"
The Other Lamb,5.3,1h 37min,2020,Małgorzata Szumowska,Hulu,"Horror, Drama, Mystery & Thriller"
Clemency,6.5,1h 52min,2019,Chinonye Chukwu,Hulu,Drama
March of the Penguins 2: The Next Step,6.6,1h 25min,2017,Luc Jacquet,Hulu,"Documentary, Comedy, Drama, Kids & Family, Made in Europe"
Spaceship Earth,6.4,1h 55min,2020,Matt Wolf,Hulu,Documentary
Leave No Trace,6.8,1h 48min,2022,Irene Taylor Brodsky,Hulu,Documentary
Deep in Vogue,6.3,1h 1min,2019,Dennis Keighron-Foster,Hulu,"Music & Musical, Documentary"
Crush,6.3,1h 32min,2022,Sammi Cohen,Hulu,"Comedy, Romance"
Sword Art Online: The Movie – Ordinal Scale,7.3,1h 59min,2017,Tomohiko Ito,Hulu,"Action & Adventure, Fantasy, Science-Fiction, Animation"
The Secret Life of Marilyn Monroe,1.6,4h 0min,2015,Laurie Collyer,Hulu,"Drama, Horror"
She Dies Tomorrow,5.1,1h 25min,2020,Amy Seimetz,Hulu,"Drama, Science-Fiction, Comedy, Fantasy, Horror, Mystery & Thriller"
The World of Kanako,6.5,1h 58min,2014,Tetsuya Nakashima,Hulu,"Mystery & Thriller, Drama"
Ted Bundy: American Boogeyman,3.8,1h 36min,2021,Daniel Farrands,Hulu,"History, Crime, Drama, Mystery & Thriller"
Fyre Fraud,6.8,1h 36min,2019,Jenner Furst,Hulu,Documentary
Girlfriends of Christmas Past,5.1,1h 32min,2016,Jake Helgren,Hulu,"Comedy, Romance"
Aftershock,6.7,1h 26min,2022,Tonya Lewis Lee,Hulu,Documentary
Vanguard,4.7,1h 47min,2020,Stanley Tong,Hulu,"Mystery & Thriller, Action & Adventure, Comedy, Crime"
Ottolenghi and the Cakes of Versailles,6.0,1h 15min,2020,Laura Gabbert,Hulu,Documentary
The Tiger Rising,4.6,1h 42min,2022,Ray Giarratana,Hulu,"Action & Adventure, Kids & Family"
The Connection,7.1,2h 15min,2014,Cédric Jimenez,Hulu,"Mystery & Thriller, Action & Adventure, Crime, Made in Europe"
Aileen Wuornos: American Boogeywoman,3.8,1h 25min,2021,Daniel Farrands,Hulu,"Drama, Horror, Mystery & Thriller"
The China Hustle,7.2,1h 24min,2018,Jed Rothstein,Hulu,Documentary
A Christmas Switch,6.0,1h 30min,2018,Brian Herzlinger,Hulu,"Drama, Comedy, Kids & Family, Fantasy, Romance"
How to Train Your Dragon: Homecoming,7.3,1h 44min,2019,Tim Johnson,Hulu,"Animation, Fantasy, Action & Adventure, Comedy, Drama, Kids & Family"
A Cinderella Christmas,6.2,1h 33min,2017,Tosca Musk,Hulu,"Romance, Comedy"
Every Other Holiday,6.9,1h 29min,2018,Blair Hayes,Hulu,"Romance, Drama, Kids & Family"
White Snake,7.0,1h 39min,2019,Amp Wong,Hulu,"Animation, Fantasy, Action & Adventure, Romance"
Second Act,5.8,1h 43min,2018,Peter Segal,Hulu,"Comedy, Drama, Romance"
The Other Side,5.2,1h 24min,2020,Oskar Mellander,Hulu,"Horror, Mystery & Thriller"
Exit Plan,5.1,1h 30min,2019,Jonas Alexander Arnby,Hulu,"Drama, Mystery & Thriller, Made in Europe"
Dashcam,4.6,1h 20min,2022,Meyirkhan Sherniyazov,Hulu,"Horror, Mystery & Thriller, Comedy"
Learning to Drive,6.4,1h 45min,2014,Isabel Coixet,Hulu,"Drama, Comedy, Romance, Made in Europe"
Plan B,6.7,1h 47min,2021,Natalie Morales,Hulu,Comedy
Men & Chicken,6.7,1h 44min,2015,Anders Thomas Jensen,Hulu,"Comedy, Drama, Made in Europe, Science-Fiction"
Stars Fell on Alabama,5.6,1h 43min,2021,V.W. Scheich,Hulu,"Comedy, Drama, Romance"
Second Chance Christmas,5.6,1h 27min,2017,Danny Buday,Hulu,"Comedy, Romance, Mystery & Thriller, Drama"
Harmony From The Heart,6.4,1h 25min,2022,Michael Robison,Hulu,"Romance, Comedy"
Blood Moon,4.6,1h 22min,2021,Emma Tammi,Hulu,"Horror, Fantasy"
Lost Girls & Love Hotels,4.7,1h 37min,2020,William Olsson,Hulu,"Drama, Mystery & Thriller"
Babyteeth,7.2,1h 58min,2020,Shannon Murphy,Hulu,"Music & Musical, Romance, Comedy, Drama"
Ginger's Tale,5.4,1h 28min,2021,Konstantin Shchekin,Hulu,"Fantasy, Animation, Kids & Family"
The Lost Girls,2.8,1h 47min,2022,Livia De Paolis,Hulu,"Drama, Fantasy"
Enforcement,6.5,1h 48min,2020,Anders Ølholm,Hulu,"Action & Adventure, Crime, Drama, Mystery & Thriller, Made in Europe"
Girl in the Bunker,5.8,1h 28min,2018,Stephen Kemp,Hulu,Drama
Badhaai Ho,7.9,2h 5min,2018,Amit Sharma,Hulu,"Romance, Drama, Comedy"
The Field Guide to Evil,4.8,1h 57min,2018,Severin Fiala,Hulu,Horror
Farewell Amor,6.9,1h 41min,2020,Ekwa Msangi,Hulu,"Romance, Drama, Music & Musical"
The Legend of Baron To'a,6.4,1h 43min,2020,Kiel McNaughton,Hulu,"Action & Adventure, Comedy"
Silent Night,5.4,1h 34min,2020,Jack O'Donoghue,Hulu,"Mystery & Thriller, Drama"
Bromates,4.0,1h 38min,2022,Court Crandall,Hulu,Comedy
WarHunt,4.4,1h 33min,2022,Mauro Borrelli,Hulu,"Mystery & Thriller, Fantasy, Horror, Action & Adventure"
Dakota,5.4,1h 36min,2022,Kirk Harris,Hulu,"Kids & Family, Action & Adventure"
Monster Family,4.8,1h 36min,2017,Holger Tappe,Hulu,"Comedy, Kids & Family, Fantasy, Horror, Animation, Made in Europe"
The Ogglies,5.2,1h 25min,2021,Jens Møller,Hulu,"Animation, Kids & Family, Fantasy"
Yakuza Princess,4.7,1h 52min,2021,Vicente Amorim,Hulu,"Mystery & Thriller, Crime, Action & Adventure"
The Beatles: Eight Days a Week - The Touring Years,7.8,1h 46min,2016,Ron Howard,Hulu,"Documentary, Music & Musical, History"
The Secrets We Keep,5.9,1h 38min,2020,Yuval Adler,Hulu,"Mystery & Thriller, Drama, Crime"
The Painted Bird,7.3,2h 49min,2019,Václav Marhoul,Hulu,"Drama, Mystery & Thriller, Horror, War & Military"
Bad Milo!,5.7,1h 15min,2013,Jacob Vaughan,Hulu,"Horror, Comedy"
Die in a Gunfight,4.4,1h 32min,2021,Collin Schiffli,Hulu,"Drama, Romance, Action & Adventure, Comedy, Crime"
Nativity Rocks!,4.3,1h 40min,2018,Debbie Isitt,Hulu,"Kids & Family, Comedy"
Raiders!: The Story of the Greatest Fan Film Ever Made,6.9,1h 33min,2015,Jeremy Coon,Hulu,Documentary
Andy Irons: Kissed by God,8.1,1h 40min,2018,Steve Jones,Hulu,Documentary
Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,6.6,1h 18min,2018,Sara Driver,Hulu,Documentary
The Gospel According to André,6.8,1h 34min,2018,Kate Novack,Hulu,Documentary
Mr. Right,3.3,1h 19min,2015,Roger Melvin,Hulu,"Romance, Comedy"
Ozzy,5.2,1h 30min,2016,Nacho La Casa,Hulu,"Animation, Kids & Family, Comedy"
Multiverse,4.5,1h 33min,2021,Gaurav Seth,Hulu,"Drama, Science-Fiction, Mystery & Thriller"
The Secret Scripture,6.7,1h 48min,2017,Jim Sheridan,Hulu,"Drama, Romance, Made in Europe"
Around the World in 80 Days,4.7,1h 22min,2021,Samuel Tourneux,Hulu,"Kids & Family, Animation, Comedy"
The Roads Not Taken,5.2,1h 25min,2020,Sally Potter,Hulu,Drama
Mood Indigo,6.5,2h 11min,2013,Michel Gondry,Hulu,"Drama, Made in Europe, Fantasy, Romance, Comedy"
The Night Stalker,5.8,1h 29min,2016,Megan Griffiths,Hulu,"Mystery & Thriller, Crime, Drama"
I Am Greta,7.5,1h 37min,2020,Nathan Grossman,Hulu,Documentary
The Night,5.5,1h 45min,2021,Kourosh Ahari,Hulu,"Mystery & Thriller, Horror"
High Ground,6.5,1h 44min,2021,Stephen Johnson,Hulu,"Mystery & Thriller, Action & Adventure, Drama, Western"
The Trip to Greece,6.5,1h 50min,2020,Michael Winterbottom,Hulu,"Comedy, Drama"
Monsters and Men,6.1,1h 36min,2018,Reinaldo Marcus Green,Hulu,"Drama, Mystery & Thriller, Crime"
Back to Christmas,5.6,1h 26min,2014,Tim O'Donnell,Hulu,"Fantasy, Drama, Romance, Kids & Family"
Christmas Perfection,5.5,1h 30min,2018,David Jackson,Hulu,"Comedy, Drama, Fantasy, Romance"
Moby Doc,6.8,1h 32min,2021,Rob Gordon Bralver,Hulu,"Music & Musical, Documentary"
The Rest of Us,6.3,1h 20min,2020,Aisling Chin-Yee,Hulu,Drama
Tyrel,5.5,1h 26min,2018,Sebastián Silva,Hulu,"Drama, Comedy"
The Princess,5.6,1h 34min,2022,Lê Văn Kiệt,Hulu,"Fantasy, Action & Adventure, Mystery & Thriller, Drama"
Tentacles,3.7,1h 24min,2021,Clara Aranovich,Hulu,Horror
Sister of the Groom,4.6,1h 32min,2020,Amy Miller Gross,Hulu,"Drama, Romance, Comedy"
A Nice Girl Like You,5.1,1h 34min,2020,Chris Riedell,Hulu,"Comedy, Romance"
Buddy Games,4.8,1h 36min,2020,Josh Duhamel,Hulu,Comedy
The Dustwalker,3.8,1h 32min,2020,Sandra Sciberras,Hulu,"Mystery & Thriller, Horror, Science-Fiction, Drama"
Bad Hair,5.6,1h 42min,2020,Justin Simien,Hulu,"Comedy, Horror, Music & Musical"
"It's Christmas, Eve",6.5,1h 30min,2018,Tibor Takács,Hulu,"Drama, Music & Musical, Romance"
The Keeping Room,6.0,1h 35min,2014,Daniel Barber,Hulu,"Western, Drama"
Borgman,6.7,1h 53min,2013,Alex van Warmerdam,Hulu,"Drama, Mystery & Thriller, Horror, Made in Europe"
Hurricane Bianca,5.8,1h 24min,2016,Matt Kugelman,Hulu,"Comedy, Drama"
The Boy Downstairs,5.7,1h 31min,2018,Sophie Brooks,Hulu,"Comedy, Drama, Romance"
The Spruces and the Pines,6.0,1h 30min,2017,John Stimpson,Hulu,"Drama, Romance, Comedy, Kids & Family"
The Unauthorized Saved by the Bell Story,4.6,1h 28min,2014,Jason Lapeyre,Hulu,"Drama, Comedy"
Odd Man Rush,5.4,1h 25min,2020,Doug Dearth,Hulu,"Drama, Comedy, Sport"
Miss India America,5.4,1h 35min,2016,Ravi Kapoor,Hulu,"Drama, Kids & Family, Comedy"
Dead Asleep,5.7,1h 22min,2021,Skye Borgman,Hulu,"Documentary, Crime"
Christmas with the Andersons,4.1,1h 30min,2016,Michael Feifer,Hulu,"Comedy, Kids & Family"
Money Plane,3.2,1h 22min,2020,Andrew Lawrence,Hulu,"Mystery & Thriller, Crime, Action & Adventure, Comedy"
BLACKPINK: The Movie,6.8,1h 39min,2021,Su Yee Jung,Hulu,"Music & Musical, Documentary"
Shirley,6.1,1h 47min,2020,Josephine Decker,Hulu,"Drama, Horror, Mystery & Thriller"
Sex Guaranteed,4.9,1h 21min,2017,Brad Barnes,Hulu,Comedy
3 Idiotas,4.3,1h 46min,2017,Carlos Bolado,Hulu,"Kids & Family, Comedy"
Dior and I,7.2,1h 30min,2015,Frédéric Tcheng,Hulu,"Documentary, Made in Europe"
Bayou Caviar,4.6,1h 51min,2018,Cuba Gooding Jr.,Hulu,"Mystery & Thriller, Drama, Crime"
Compadres,4.8,1h 41min,2016,Enrique Begné,Hulu,"Action & Adventure, Comedy, Crime"
El Chicano,5.4,2h 28min,2019,Ben Hernandez Bray,Hulu,"Drama, Mystery & Thriller, Action & Adventure, Crime"
The Perfect Weapon,2.9,1h 28min,2016,Titus Paar,Hulu,"Science-Fiction, Action & Adventure, Mystery & Thriller, Drama, Made in Europe"
Minor Premise,5.3,1h 34min,2020,Eric Schultz,Hulu,"Mystery & Thriller, Drama, Science-Fiction, Made in Europe"
The Capote Tapes,6.9,1h 38min,2021,Ebs Burnough,Hulu,Documentary
Culture Shock,6.2,1h 31min,2019,Gigi Saul Guerrero,Hulu,"Horror, Mystery & Thriller"
The Offering,5.2,1h 33min,2022,Oliver Park,Hulu,Horror
Knuckledust,4.8,1h 45min,2020,James Kermack,Hulu,"Action & Adventure, Mystery & Thriller"
